index,time,S:Madeira__all,I1:Madeira__all,I2:Madeira__all,R1:Madeira__all,R2:Madeira__all,S1:Madeira__all,S2:Madeira__all,I12:Madeira__all,I21:Madeira__all,R:Madeira__all,obs_mean:MadeiraMildCases__ecdc__inc,obs_mean:MadeiraSevereCases__ecdc__inc,obs_real:MadeiraMildCases__ecdc__inc,obs_real:MadeiraSevereCases__ecdc__inc
1818,14,254487,2.55954e-06,69.971,0.0702387,951.083,0.0051785,1933.57,1.34481e-06,1.91916e-08,9860.33,145,6.93249e-06,132.145,0
1818,21,253997,0,83.3929,0.0680837,1417,0.00701335,1961.7,1.17477e-06,0,9842.39,172.21,5.53561e-06,170.003,0.00269223
1818,28,253370,0,104.437,0.0657499,1999.62,0.00876906,2003.83,1.59292e-06,0,9824.43,216.97,7.27989e-06,237.148,0.000585927
1818,35,252231,0,188.353,0.0629184,3010.04,0.010404,2066.49,3.21042e-06,0,9806.12,380.163,1.3084e-05,389.346,0.00449847
1818,42,251711,0,63.9658,0.0606751,3584.71,0.0119989,2153.06,0,0,9788.95,194.059,4.72623e-06,199.349,0
1818,49,250913,0,108.908,0.0575934,4254.07,0.0134354,2254.94,2.73212e-06,0,9770.65,247.348,1.38983e-05,230.542,0
1818,56,250046,0,131.004,0.0548503,4998.82,0.0147813,2374.42,2.97904e-06,0,9752.1,299.332,1.40866e-05,273.62,0
1818,63,249428,0,81.0832,0.0526513,5545.77,0.0160935,2512.54,1.49462e-06,0,9734.25,216.695,9.89494e-06,191.548,0.00205065
1818,70,249158,0,34.1735,0.0508749,5733.17,0.0173986,2660.22,8.25471e-07,0,9716.63,102.849,6.94565e-06,105.888,0.00126636
1818,77,249020,0,18.7224,0.0493139,5754.96,0.0186822,2809.87,8.30112e-07,0,9698.75,55.779,6.39572e-06,71.7131,0
1818,84,248900,0,17.6541,0.0478682,5744.57,0.0199339,2958.89,1.05274e-06,0,9680.52,49.9684,7.49883e-06,28.791,0
1818,91,248865,7.28829e-09,6.85604,0.0464984,5660.68,0.021157,3106.79,4.383e-07,5.4392e-11,9662.75,23.0731,3.84803e-06,22.7913,0.00413766
1818,98,248872,1.07061e-08,2.36064,0.0451805,5530.83,0.0223477,3251.51,1.84114e-07,1.16525e-10,9645.09,8.6113,1.80291e-06,7.72768,0
1818,105,248884,2.52547e-08,2.15686,0.043903,5396.56,0.0235026,3392.28,1.83496e-07,2.91434e-10,9627.36,7.20129,1.62302e-06,4.99193,0.0039969
1818,112,248892,5.29194e-08,2.58031,0.0426625,5268.6,0.0246215,3529.18,2.26205e-07,6.32711e-10,9609.55,8.55224,1.94055e-06,7.20465,0
1818,119,248913,3.35349e-08,1.10768,0.0414558,5133.46,0.0257061,3662.44,1.01086e-07,4.24866e-10,9591.93,4.29359,1.027e-06,3.64418,0
1818,126,248946,8.2964e-10,0,0.0402821,4989.51,0.0267574,3791.82,0,2.58826e-11,9574.48,0.103803,5.30724e-08,0.423089,0
1818,132,248975,3.21185e-09,8.47271e-10,0.0393027,4868.19,0.0276324,3899.45,9.75325e-17,5.01171e-11,9559.55,3.88829e-12,2.41314e-10,1.13646e-05,0
1818,139,249008,2.98311e-09,2.84882e-09,0.0381901,4730.38,0.0286233,4021.32,3.282e-16,4.79749e-11,9542.17,1.25749e-08,3.03128e-10,0.00377371,0
1818,147,249046,2.56655e-09,2.55004e-09,0.0369571,4577.65,0.0297175,4155.87,3.00942e-16,4.26915e-11,9522.34,1.34107e-08,3.12223e-10,0.00140646,0.00130536
1818,154,249079,2.27224e-09,2.25379e-09,0.0359109,4448.06,0.0306425,4269.58,2.81855e-16,3.88145e-11,9505.03,1.02855e-08,2.45911e-10,0.00229154,0.00141506
1818,161,249112,2.03774e-09,2.02513e-09,0.0348943,4322.14,0.0315381,4379.64,2.49727e-16,3.57321e-11,9487.74,9.18397e-09,2.25339e-10,0.000582442,0
1818,168,249145,1.85464e-09,1.84093e-09,0.0339065,4199.78,0.0324051,4486.18,2.41213e-16,3.32577e-11,9470.49,8.3162e-09,2.09052e-10,0.00374231,0
1818,175,249178,1.71372e-09,1.70438e-09,0.0329466,4080.89,0.0332444,4589.27,2.32067e-16,3.15335e-11,9453.27,7.64572e-09,1.96699e-10,0,0
1818,182,249211,1.61419e-09,1.60382e-09,0.0320139,3965.37,0.0340567,4689.03,2.13796e-16,3.01979e-11,9436.08,7.15102e-09,1.88015e-10,0.00525777,0
1818,189,249244,1.54664e-09,1.53903e-09,0.0311077,3853.11,0.0348429,4785.55,2.24183e-16,2.97467e-11,9418.92,6.81494e-09,1.82946e-10,0.000418169,0
1818,196,249277,1.51635e-09,1.50718e-09,0.0302271,3744.03,0.0356036,4878.92,2.05754e-16,2.94697e-11,9401.8,6.62521e-09,1.81378e-10,0.00435902,0.00160438
1818,203,249310,1.51549e-09,1.50732e-09,0.0293714,3638.04,0.0363396,4969.23,2.2878e-16,3.0303e-11,9384.7,6.57753e-09,1.8349e-10,0.00445661,0.00173539
1818,210,249343,1.54817e-09,1.53873e-09,0.0285399,3535.05,0.0370515,5056.57,2.22659e-16,3.11012e-11,9367.64,6.66818e-09,1.89363e-10,0.00167181,0
1818,217,249375,1.6129e-09,1.60322e-09,0.027732,3434.98,0.0377402,5141.02,2.2101e-16,3.34334e-11,9350.6,6.89989e-09,1.99312e-10,0.00704953,0.00160218
1818,224,249408,1.71284e-09,1.7013e-09,0.0269469,3337.74,0.0384062,5222.67,3.72485e-16,3.55396e-11,9333.6,7.27892e-09,2.13707e-10,0,1.48895e-06
1818,231,249440,1.85056e-09,1.83742e-09,0.0261841,3243.25,0.0390502,5301.59,0,3.93466e-11,9316.63,7.81552e-09,2.33059e-10,0,0.000483536
1818,236,249464,1.97496e-09,1.95973e-09,0.0256525,3177.4,0.0394971,5356.34,4.16514e-16,4.23963e-11,9304.52,6.00772e-09,1.81435e-10,0,0.00094206
1818,243,249496,2.18681e-09,2.1677e-09,0.0249263,3087.45,0.0401048,5430.77,0,4.70058e-11,9287.61,9.15273e-09,2.79896e-10,0,0
1818,250,249528,2.45146e-09,2.42807e-09,0.0242207,3000.05,0.0406922,5502.69,1.11151e-15,5.49011e-11,9270.72,1.02155e-08,3.16778e-10,0.00435603,0
1818,257,249561,2.78061e-09,2.74921e-09,0.023535,2915.12,0.0412599,5572.15,0,6.09966e-11,9253.86,1.15305e-08,3.62389e-10,0.00335521,0
1818,264,249593,3.18063e-09,3.14104e-09,0.0228688,2832.6,0.0418083,5639.25,1.79538e-15,7.37239e-11,9237.03,1.31448e-08,4.1853e-10,0.0026073,0
1818,271,249625,3.67576e-09,3.62037e-09,0.0222214,2752.41,0.0423381,5704.03,0,8.22013e-11,9220.24,1.5118e-08,4.87468e-10,0.00814575,0
1818,278,249657,4.27752e-09,4.20532e-09,0.0215924,2674.49,0.0428498,5766.57,2.54379e-15,1.01711e-10,9203.47,1.75326e-08,5.72339e-10,0.00178769,0.00215664
1818,285,249689,5.0265e-09,4.92232e-09,0.0209811,2598.78,0.0433438,5826.93,0,1.12732e-10,9186.74,2.04916e-08,6.77076e-10,0,0.00334557
1818,292,249722,5.94431e-09,5.80436e-09,0.0203872,2525.21,0.0438208,5885.18,2.63117e-15,1.43239e-10,9170.03,2.41321e-08,8.06956e-10,0.00181679,0.001402
1818,303,249772,7.79139e-09,7.58364e-09,0.0194877,2413.79,0.044537,5972.58,5.30975e-14,2.49659e-10,9143.84,4.70303e-08,1.59889e-09,0,0.00217027
1824,0,257006,1.81369e-05,136.064,0.0624993,116.738,0.000264354,4094.9,0,0,5948.29,0,0,0,0.00455273
1824,7,256889,0,2.16715,0.0608414,377.913,0.0018419,4095.2,0,0,5937.57,81.5925,4.18158e-07,78.534,0
1824,14,256594,4.11588e-06,58.9005,0.0592083,621.735,0.00337178,4100.85,6.89239e-07,6.5496e-08,5926.73,144.936,2.50378e-06,165.444,0.00350429
1824,21,256325,0,69.8134,0.0575536,878.684,0.00485412,4112.52,9.18191e-07,0,5915.96,173.45,2.82088e-06,199.753,0.000928376
1824,28,255981,0,88.2077,0.0558161,1196,0.00628403,4131.44,1.41616e-06,0,5905.18,217.935,3.78318e-06,209.809,0.00329608
1824,35,255351,0,158.707,0.0538239,1737.09,0.00764331,4160.9,2.88575e-06,0,5894.1,380.345,7.02419e-06,374.862,0
1824,42,255055,0,64.5255,0.0520172,2094.95,0.00895861,4203.17,7.33498e-07,0,5884.08,207.355,3.02755e-06,219.182,0.00181763
1824,49,254628,0,96.5277,0.0498324,2450.29,0.01019,4253.81,2.48312e-06,0,5873.12,248.191,6.17723e-06,259.657,0.00403918
1824,56,254140,0,117.032,0.0476352,2869.43,0.0113458,4313.89,2.8263e-06,0,5862.03,304.056,7.65642e-06,309.038,0.00135868
1824,63,253796,0,77.1735,0.0457236,3192.8,0.0124564,4384,1.64846e-06,0,5851.57,224.09,5.78371e-06,190.463,0.0015425
1824,70,253657,0,33.6839,0.0441463,3310.37,0.0135442,4459.61,8.6464e-07,0,5841.28,106.802,3.83457e-06,106.611,0
1824,77,253588,0,18.4513,0.0427671,3328.68,0.014606,4536.61,7.25265e-07,0,5830.68,57.1591,3.20207e-06,59.992,0
1824,84,253525,0,17.612,0.0415398,3326.56,0.015644,4613.41,8.71675e-07,0,5819.79,51.5732,3.71603e-06,47.6644,0
1824,91,253510,0,7.03764,0.0403852,3286.25,0.0166565,4689.75,3.73236e-07,0,5809.22,24.044,1.91815e-06,22.4869,0
1824,98,253520,6.54108e-09,2.53646,0.0392876,3216.48,0.0176438,4764.47,1.59631e-07,1.04607e-10,5798.65,8.97841,8.56036e-07,11.6153,0
1824,105,253532,3.05633e-08,2.42797,0.0382335,3142.57,0.0186048,4837.13,1.66292e-07,5.33638e-10,5788,7.67926,7.84814e-07,8.16118,0
1824,112,253541,6.95833e-08,3.04865,0.0372056,3072.41,0.019537,4907.79,2.16322e-07,1.21501e-09,5777.29,9.34344,9.76595e-07,9.0601,0
1824,119,253559,4.61066e-08,1.36186,0.0361997,2998.73,0.0204405,4976.55,1.01437e-07,8.34467e-10,5766.71,4.74862,5.28342e-07,5.06389,0
1824,126,253583,7.0747e-10,0,0.0352198,2919.05,0.021317,5043.24,0,4.40914e-11,5756.2,0.0970073,2.63758e-08,0.177651,0
1824,132,253605,5.79749e-09,0,0.0344012,2851.2,0.0220475,5098.68,0,1.16998e-10,5747.22,1.75205e-12,3.70219e-10,0,0.00304574
1824,139,253630,5.903e-09,4.92663e-09,0.0334702,2774.04,0.0228759,5161.39,0,1.19946e-10,5736.77,2.72059e-08,4.89051e-10,0,0.00255979
1824,147,253658,5.04957e-09,4.89663e-09,0.032437,2688.4,0.023792,5230.54,5.32099e-16,1.04045e-10,5724.85,3.07747e-08,4.97009e-10,0.00405563,0.00557057
1824,154,253683,4.38333e-09,4.29781e-09,0.0315591,2615.65,0.0245677,5288.89,2.8969e-16,9.12512e-11,5714.44,2.34315e-08,3.77435e-10,0.00276693,0.00323476
1824,161,253708,3.84721e-09,3.77944e-09,0.030705,2544.86,0.0253197,5345.31,5.41686e-16,8.09551e-11,5704.05,2.05352e-08,3.33686e-10,0,0
1824,168,253732,3.42849e-09,3.37619e-09,0.029874,2475.98,0.0260488,5399.84,1.14199e-16,7.28619e-11,5693.68,1.82387e-08,2.99111e-10,0.00485236,0
1824,175,253757,3.10828e-09,3.06407e-09,0.0290655,2408.97,0.0267557,5452.53,6.59553e-16,6.67071e-11,5683.33,1.64686e-08,2.72515e-10,0.00728654,0
1824,182,253782,2.87425e-09,2.83715e-09,0.0282789,2343.78,0.0274408,5503.43,0,6.2186e-11,5672.99,1.5152e-08,2.52947e-10,0.00529849,0.000290805
1824,189,253806,2.71651e-09,2.68275e-09,0.0275136,2280.35,0.0281048,5552.59,1.25814e-15,5.94504e-11,5662.68,1.42401e-08,2.39768e-10,0,0
1824,196,253831,2.63029e-09,2.59883e-09,0.026769,2218.63,0.0287483,5600.06,0,5.75224e-11,5652.38,1.36976e-08,2.32569e-10,0.000972974,0
1824,203,253855,2.6097e-09,2.57898e-09,0.0260445,2158.59,0.0293718,5645.89,0,5.83269e-11,5642.1,1.35049e-08,2.31175e-10,0,0
1824,210,253880,2.65783e-09,2.62518e-09,0.0253397,2100.17,0.0299759,5690.12,6.73786e-16,5.88615e-11,5631.84,1.36525e-08,2.35571e-10,0,0
1824,217,253904,2.76959e-09,2.73548e-09,0.0246539,2043.33,0.0305611,5732.79,0,6.2451e-11,5621.6,1.41435e-08,2.45951e-10,0.00590372,0.00268795
1824,224,253929,2.95538e-09,2.91552e-09,0.0239867,1988.03,0.031128,5773.95,1.12808e-14,6.74023e-11,5611.38,1.49896e-08,2.62665e-10,0,0.000712588
1824,231,253953,3.21544e-09,3.16816e-09,0.0233375,1934.22,0.0316769,5813.64,0,7.22739e-11,5601.18,1.62176e-08,2.86327e-10,0.000800228,0
1824,236,253970,3.45441e-09,3.40062e-09,0.0228846,1896.69,0.0320584,5841.11,1.72675e-15,7.93957e-11,5593.9,1.25728e-08,2.23324e-10,0.00490811,0
1824,243,253994,3.86407e-09,3.79655e-09,0.0222653,1845.35,0.0325778,5878.37,0,8.91218e-11,5583.73,1.93242e-08,3.45523e-10,0.00197645,0.00338732
1824,250,254019,4.38156e-09,4.29587e-09,0.0216627,1795.41,0.0330807,5914.27,2.19609e-14,1.02553e-10,5573.58,2.18169e-08,3.92969e-10,8.36394e-05,0.00341961
1824,257,254043,5.02842e-09,4.91359e-09,0.0210765,1746.82,0.0335674,5948.84,0,1.15965e-10,5563.44,2.49171e-08,4.52111e-10,0,0.00164872
1824,264,254067,5.81881e-09,5.67115e-09,0.0205061,1699.55,0.0340384,5982.13,2.84118e-14,1.39521e-10,5553.33,2.87366e-08,5.25302e-10,0,0
1824,271,254091,6.80687e-09,6.59762e-09,0.0199511,1653.55,0.0344942,6014.16,0,1.56619e-10,5543.23,3.34221e-08,6.15565e-10,0.00416096,0
1824,278,254115,8.00255e-09,7.72834e-09,0.0194112,1608.8,0.0349352,6044.96,3.15122e-14,1.94604e-10,5533.15,3.91601e-08,7.26844e-10,0,0
1824,285,254139,9.50288e-09,9.10968e-09,0.0188859,1565.26,0.0353617,6074.59,0,2.22625e-10,5523.09,4.61911e-08,8.64279e-10,0,0.0017812
1824,292,254163,1.13313e-08,1.07961e-08,0.0183748,1522.9,0.0357742,6103.06,5.55986e-14,2.77885e-10,5513.04,5.47994e-08,1.03397e-09,0,0
1824,303,254200,1.47893e-08,1.39193e-08,0.0175995,1458.63,0.036395,6145.54,2.9764e-14,3.60632e-10,5497.3,1.05276e-07,2.00947e-09,0,0.00287115
1830,0,256468,1.57596e-05,73.1214,0.189464,250.696,0.00227244,3504.52,0,0,7005.73,0,0,0.000324887,0.00622669
1830,7,256437,0,0,0.18428,367.736,0.0071331,3506.95,0,0,6990.47,41.5185,5.26344e-07,43.0458,0
1830,14,256230,7.4029e-06,46.6269,0.179235,535.027,0.0118446,3512.28,1.94543e-06,9.68934e-08,6977.71,145,6.35068e-06,130.839,0
1830,21,256040,1.27504e-06,56.0497,0.174288,718.991,0.0164138,3522.14,1.86059e-06,0,6965.01,172.263,5.67527e-06,168.366,0
1830,28,255792,0,70.8941,0.169367,948.804,0.0208368,3537.34,2.57757e-06,0,6952.31,217.464,7.43165e-06,206.027,0
1830,35,255335,0,128.521,0.164348,1338.76,0.0250933,3560.21,5.20735e-06,0,6939.36,381.324,1.34796e-05,336.883,0
1830,42,255124,0,52.008,0.159585,1606.14,0.0292298,3592.74,3.63079e-07,0,6927.37,204.906,4.86028e-06,219.009,0
1830,49,254817,0,79.1608,0.154436,1859.94,0.0331883,3631.34,4.40587e-06,0,6914.56,248.801,1.19607e-05,272.879,0.000777587
1830,56,254461,0,96.7075,0.149324,2165.38,0.036981,3676.94,4.91585e-06,0,6901.68,306.677,1.31095e-05,364.212,0.0023763
1830,63,254214,0,64.1681,0.144547,2404.6,0.0406502,3730.04,2.44604e-06,0,6889.38,225.807,8.89432e-06,237.409,0.00995912
1830,70,254118,0,28.0866,0.140132,2490.97,0.0442222,3787.27,1.21559e-06,0,6877.21,107.079,5.70843e-06,103.669,0.00084911
1830,77,254074,0,15.5275,0.135947,2502.41,0.0476872,3845.51,1.35096e-06,0,6864.77,57.3861,5.32581e-06,58.5164,0
1830,84,254033,0,14.9918,0.131979,2498.41,0.0510463,3903.56,1.91497e-06,0,6852.11,52.293,6.88554e-06,52.3477,0
1830,91,254027,0,5.92236,0.128261,2467.66,0.0543213,3961.2,7.77605e-07,0,6839.7,24.2072,3.56942e-06,25.7848,0.00240747
1830,98,254040,1.70689e-07,2.16951,0.124714,2414.29,0.0575094,4017.59,3.90608e-07,2.08016e-09,6827.28,9.02665,1.8259e-06,9.99732,0
1830,105,254055,5.53712e-07,2.13409,0.121294,2357.61,0.0606071,4072.38,4.53705e-07,7.61277e-09,6814.79,7.8881,1.8384e-06,9.34188,0.00241729
1830,112,254067,1.25439e-06,2.7281,0.117973,2304.04,0.0636116,4125.63,6.02909e-07,1.7496e-08,6802.26,9.75997,2.34842e-06,8.5272,0
1830,119,254085,8.11575e-07,1.20867,0.114733,2248.13,0.066524,4177.39,2.79602e-07,1.17674e-08,6789.85,4.92569,1.27865e-06,4.71263,0.00134214
1830,126,254109,6.97612e-09,0,0.111579,2187.58,0.0693489,4227.55,0,7.18251e-10,6777.47,0.0448945,6.47748e-08,0.0502676,0
1830,132,254130,1.21603e-07,0,0.108944,2135.92,0.0717019,4269.22,0,2.05772e-09,6766.9,2.29523e-11,5.82745e-09,0,0
1830,139,254154,1.06858e-07,8.73945e-08,0.105949,2077.19,0.074369,4316.3,0,1.90623e-09,6754.6,6.07147e-07,6.98776e-09,0,0
1830,147,254181,8.97689e-08,8.83391e-08,0.102627,2012.04,0.0773171,4368.16,0,1.62316e-09,6740.56,6.73395e-07,6.92571e-09,0.00100921,0.00338736
1830,154,254205,8.26813e-08,8.15727e-08,0.0998051,1956.72,0.0798118,4411.88,6.55797e-13,1.491e-09,6728.31,5.42174e-07,5.49664e-09,0.0015454,0.00341639
1830,161,254229,7.43835e-08,7.34648e-08,0.0970611,1902.92,0.0822295,4454.1,0,1.34896e-09,6716.07,4.88813e-07,4.97686e-09,0.0076349,0.000136793
1830,168,254252,6.71211e-08,6.63065e-08,0.0943925,1850.59,0.0845723,4494.87,6.37833e-13,1.14728e-09,6703.86,4.40282e-07,4.50274e-09,0.00265507,0
1830,175,254276,6.08966e-08,6.03464e-08,0.0917973,1799.71,0.0868423,4534.21,0,1.20433e-09,6691.67,3.99372e-07,4.10539e-09,0,0
1830,182,254300,5.63115e-08,5.56075e-08,0.0892735,1750.22,0.0890416,4572.18,7.67134e-13,8.59593e-10,6679.5,3.66434e-07,3.78571e-09,0,0
1830,189,254324,5.24574e-08,5.20793e-08,0.086819,1702.1,0.0911721,4608.81,0,1.06051e-09,6667.36,3.41447e-07,3.5484e-09,0,0
1830,196,254347,5.03107e-08,4.97285e-08,0.0844319,1655.3,0.0932356,4644.14,5.91147e-13,8.10464e-10,6655.23,3.2431e-07,3.39062e-09,0.00640262,0.0015381
1830,203,254371,4.88831e-08,4.85567e-08,0.0821106,1609.78,0.0952342,4678.2,0,9.92225e-10,6643.13,3.14668e-07,3.31173e-09,0,0
1830,210,254394,4.90556e-08,4.84972e-08,0.079853,1565.52,0.0971694,4711.03,6.04166e-13,8.04344e-10,6631.05,3.12509e-07,3.31109e-09,0,0
1830,217,254418,4.99397e-08,4.96024e-08,0.0776575,1522.47,0.0990432,4742.66,0,1.02667e-09,6619,3.17638e-07,3.39039e-09,0.00219555,0
1830,224,254441,5.24474e-08,5.18195e-08,0.0755224,1480.61,0.100857,4773.13,7.15495e-13,8.75713e-10,6606.96,3.3022e-07,3.5512e-09,0.00092971,0
1830,231,254465,5.56511e-08,5.52369e-08,0.073446,1439.9,0.102613,4802.47,0,1.17488e-09,6594.95,3.50226e-07,3.7973e-09,0.0021798,0
1830,236,254481,6.00102e-08,5.93778e-08,0.0719979,1411.5,0.103833,4822.75,1.20772e-13,1.14912e-09,6586.38,2.71607e-07,2.94203e-09,0,0
1830,243,254504,6.45829e-08,6.38849e-08,0.0700185,1372.69,0.105493,4850.23,0,1.29194e-09,6574.4,4.03214e-07,4.43769e-09,0.00203051,0.00601501
1830,250,254528,7.14271e-08,7.05183e-08,0.0680935,1334.95,0.107099,4876.66,2.29144e-13,1.38477e-09,6562.45,4.43566e-07,4.92757e-09,0.00212119,0
1830,257,254551,7.9415e-08,7.83929e-08,0.0662214,1298.24,0.108652,4902.07,0,1.62888e-09,6550.51,4.92164e-07,5.52228e-09,0,0.000189626
1830,264,254574,8.87001e-08,8.73422e-08,0.0644009,1262.55,0.110155,4926.49,4.04642e-13,1.74347e-09,6538.6,5.47641e-07,6.21016e-09,0.000168681,0
1830,271,254597,9.86442e-08,9.71421e-08,0.0626305,1227.83,0.111609,4949.95,0,2.066e-09,6526.71,6.08342e-07,6.97593e-09,0,0.00433909
1830,278,254620,1.09235e-07,1.07371e-07,0.0609087,1194.07,0.113014,4972.48,5.46586e-13,2.20281e-09,6514.85,6.71333e-07,7.78824e-09,0.00172013,0
1830,285,254643,1.19333e-07,1.17412e-07,0.0592344,1161.24,0.114373,4994.1,2.23205e-12,2.49942e-09,6503,7.32014e-07,8.59273e-09,0,0
1830,292,254667,1.28294e-07,1.26474e-07,0.057606,1129.31,0.115686,5014.84,0,2.70471e-09,6491.18,7.84312e-07,9.31378e-09,0.00372638,0.00119674
1830,303,254703,1.06321e-07,1.09181e-07,0.0551371,1080.9,0.11766,5045.7,0,2.50319e-09,6472.64,9.76363e-07,1.20866e-08,0.000310171,0
1836,0,260405,1.98083e-06,71.1671,0.118006,732.859,0.0021976,2773.61,0,0,3319.08,0,0,0.000330749,0.00314076
1836,7,260360,0,0,0.115459,850.863,0.00452862,2785.17,0,0,3306.2,33.281,5.38699e-07,30.1428,0.00234375
1836,14,260058,9.76292e-07,50.6634,0.112968,1093.05,0.00679935,2799.54,1.23962e-06,9.67512e-09,3300.14,145,5.48929e-06,164.811,9.79182e-05
1836,21,259771,1.65963e-07,61.7281,0.110525,1355.93,0.00901486,2818.86,1.1254e-06,0,3294.12,172.2,4.89284e-06,166.075,0.00233065
1836,28,259403,0,78.4759,0.108116,1688.23,0.0111726,2844.07,1.43675e-06,0,3288.11,218.004,6.22599e-06,195.067,0
1836,35,258733,0,144.115,0.105711,2264.76,0.0132627,2877.92,2.68757e-06,0,3281.85,383.849,1.02229e-05,446.284,0
1836,42,258419,0,52.4197,0.103385,2631.3,0.0153126,2922.42,0,0,3276.56,203.491,3.80257e-06,197.338,0
1836,49,257967,0,88.0152,0.100954,3003.35,0.0172958,2973.46,2.30902e-06,0,3270.39,249.545,9.80475e-06,200.384,0.00262751
1836,56,257442,0,106.897,0.098534,3456.74,0.0192161,3032.47,2.27624e-06,0,3264.22,309.343,9.32122e-06,302.935,0
1836,63,257073,0,68.6968,0.0962144,3801.26,0.0210924,3099.9,9.8074e-07,0,3258.61,227.024,6.48914e-06,210.832,0
1836,70,256923,0,29.5137,0.0940029,3924.71,0.0229346,3171.85,5.84157e-07,0,3253.07,106.788,4.61809e-06,105.655,0
1836,77,256843,0,16.3425,0.0918655,3949.84,0.0247354,3244.99,7.51679e-07,0,3247.23,57.4033,4.4645e-06,49.3222,0
1836,84,256770,0,15.6442,0.0897987,3956.85,0.0264916,3318.13,1.05287e-06,0,3241.13,52.1512,5.58004e-06,54.6633,0
1836,91,256747,0,5.94932,0.0878331,3922.5,0.0282132,3391.02,4.2514e-07,0,3235.28,24.233,2.98507e-06,24.819,0
1836,98,256751,4.70227e-08,2.15037,0.0859299,3856.98,0.0298979,3462.72,2.09418e-07,5.21681e-10,3229.41,9.01353,1.48734e-06,7.25824,0.00085713
1836,105,256756,1.31482e-07,2.09257,0.0840736,3787.41,0.0315428,3532.87,2.28683e-07,1.54337e-09,3223.45,7.77442,1.41251e-06,12.3596,0
1836,112,256759,2.88197e-07,2.63905,0.0822589,3721.54,0.0331478,3601.52,2.95745e-07,3.40435e-09,3217.43,9.49881,1.74074e-06,14.6464,0
1836,119,256770,1.8107e-07,1.12684,0.0804825,3650.93,0.0347147,3668.72,1.33548e-07,2.25736e-09,3211.52,4.81287,9.56807e-07,1.83299,0
1836,126,256789,4.06638e-09,0,0.0787434,3573.28,0.0362444,3734.34,0,1.97551e-10,3205.64,0.0804423,5.85077e-08,0.200038,0
1836,132,256805,2.69164e-08,0,0.0772827,3506.99,0.0375261,3789.24,0,3.97584e-10,3200.64,6.504e-12,1.55937e-09,0.00194298,0
1836,139,256824,2.55206e-08,2.2338e-08,0.0756127,3431.2,0.0389874,3851.76,2.83289e-15,3.85767e-10,3194.82,1.3596e-07,2.01812e-09,0.00453575,0.00103701
1836,147,256846,2.11684e-08,2.10756e-08,0.0737482,3346.59,0.0406139,3921.24,4.99606e-15,3.26488e-10,3188.19,1.49895e-07,2.00019e-09,0.00344281,0
1836,154,256865,1.81462e-08,1.79974e-08,0.0721546,3274.26,0.0419997,3980.35,0,2.81718e-10,3182.39,1.12258e-07,1.49976e-09,0,0
1836,161,256884,1.55947e-08,1.55271e-08,0.0705954,3203.5,0.0433514,4037.92,8.31131e-15,2.47069e-10,3176.6,9.63816e-08,1.3046e-09,0,0.00100417
1836,168,256903,1.35372e-08,1.34465e-08,0.0690698,3134.28,0.0446698,4093.98,0,2.14192e-10,3170.83,8.34383e-08,1.14345e-09,0,0.00827947
1836,175,256922,1.1879e-08,1.18526e-08,0.0675772,3066.54,0.0459557,4148.57,2.31498e-14,1.96864e-10,3165.06,7.29946e-08,1.01295e-09,0.000410586,0.00111977
1836,182,256941,1.05932e-08,1.05141e-08,0.0661169,3000.27,0.0472096,4201.72,0,1.60733e-10,3159.3,6.47406e-08,9.09074e-10,0.00377818,0.000432562
1836,189,256959,9.58801e-09,9.56681e-09,0.0646881,2935.43,0.0484324,4253.46,0,1.64199e-10,3153.56,5.83355e-08,8.2901e-10,0,0.00116308
1836,196,256978,8.8828e-09,8.82966e-09,0.0632902,2872,0.0496246,4303.83,1.22057e-14,1.37977e-10,3147.83,5.36226e-08,7.70682e-10,0.0022098,0
1836,203,256997,8.40042e-09,8.38194e-09,0.0619225,2809.93,0.0507871,4352.84,0,1.45377e-10,3142.1,5.03984e-08,7.32566e-10,0.00235611,0
1836,210,257016,8.17433e-09,8.13011e-09,0.0605844,2749.21,0.0519203,4400.54,6.73668e-15,1.32836e-10,3136.39,4.8591e-08,7.13933e-10,0,0.00323377
1836,217,257034,8.15268e-09,8.13504e-09,0.0592752,2689.79,0.053025,4446.96,2.58081e-16,1.4346e-10,3130.69,4.81114e-08,7.14507e-10,0.00142801,0.000255764
1836,224,257053,8.37627e-09,8.33051e-09,0.0579942,2631.67,0.0541018,4492.11,5.6118e-15,1.40235e-10,3124.99,4.89638e-08,7.34631e-10,0,0
1836,231,257072,8.80544e-09,8.78499e-09,0.056741,2574.79,0.0551513,4536.03,7.73091e-16,1.58058e-10,3119.31,5.11411e-08,7.75185e-10,0,0.00146105
1836,236,257085,9.28994e-09,9.2547e-09,0.0558624,2534.93,0.0558845,4566.66,2.26648e-15,1.64502e-10,3115.26,3.8701e-08,5.90947e-10,0.00100502,0
1836,243,257104,1.01299e-08,1.00943e-08,0.0546552,2480.14,0.0568885,4608.52,1.99929e-15,1.8394e-10,3109.59,5.81911e-08,8.96967e-10,0.000480503,0
1836,250,257122,1.12849e-08,1.12246e-08,0.0534742,2426.55,0.0578668,4649.23,2.92526e-15,1.98477e-10,3103.94,6.43915e-08,1.00203e-09,0.000427259,0.00244111
1836,257,257141,1.27249e-08,1.26735e-08,0.0523186,2374.11,0.05882,4688.81,4.42201e-15,2.39964e-10,3098.3,7.23635e-08,1.13691e-09,0.00305371,0
